"x","y","zircon"
0.0297737466171384,2.38579747639596,FALSE
0.0444438708946109,2.45723956264555,TRUE
0.0631235763430595,0.310022360645235,FALSE
0.0939427055418491,0.182353193871677,FALSE
0.161168145015836,2.08898473344743,FALSE
0.201484861783683,0.954505854286253,FALSE
0.245899952016771,1.98265208583325,FALSE
0.252978765405715,0.603491935878992,FALSE
0.281638590618968,1.7254153592512,TRUE
0.287754809483886,1.57313256338239,TRUE
0.317104778252542,2.18482817988843,FALSE
0.35593590606004,3.7211988652125,FALSE
0.3706448469311,0.170258888974786,FALSE
0.381374130025506,1.16802308429033,FALSE
0.389411148615181,2.63912110123783,FALSE
0.391155844554305,0.212960188277066,FALSE
0.404902411624789,3.22523211408406,FALSE
0.406257189810276,3.87847765348852,TRUE
0.409669549204409,3.9570591468364,FALSE
0.422359521500766,2.16062475834042,FALSE
0.453238366171718,0.10247087944299,FALSE
0.453723102807999,0.453345672227442,TRUE
0.456111925654113,2.05025006551296,FALSE
0.467313065193594,1.43240331206471,FALSE
0.473383541218936,0.636599231511354,FALSE
0.484112838283181,3.28076126985252,FALSE
0.484848062507808,1.44159992411733,TRUE
0.485032690688968,2.52181050926447,FALSE
0.487723412923515,2.57593882642686,FALSE
0.493041948415339,0.953443709760904,FALSE
0.502031581476331,3.55884662084281,FALSE
0.520435614511371,0.667174769565463,FALSE
0.556486685760319,1.60244729276747,FALSE
0.574810361489654,3.64312798250467,FALSE
0.57534387242049,3.96255101170391,FALSE
0.589007299393415,3.20406791567802,FALSE
0.599488511681557,2.28828979842365,FALSE
0.601647410541773,1.39844731800258,FALSE
0.622954269871116,2.880480366759,FALSE
0.63118954282254,3.66103098262101,FALSE
0.632290589623153,3.50213967915624,TRUE
0.648711305111647,0.426245928741992,TRUE
0.666547606699169,2.88183057215065,FALSE
0.684726714156568,3.58336293883622,TRUE
0.702078200876713,0.87391869071871,FALSE
0.742146578617394,2.89085539802909,FALSE
0.768245380371809,0.799701769836247,TRUE
0.782608143053949,3.60771989729255,FALSE
0.851729571819305,2.20421409606934,FALSE
0.868877635337412,1.64293858315796,TRUE
0.90619501657784,2.84116142522544,TRUE
0.919352822005749,2.65470484923571,FALSE
0.919583536684513,3.02731315884739,FALSE
0.929816963151097,1.80682178307325,FALSE
0.936687206849456,0.0100611317902803,TRUE
0.94111093506217,2.7764943363145,FALSE
0.982493625953794,2.74152825027704,TRUE
0.987658755853772,2.87532026972622,FALSE
1.02714509144425,3.07804418355227,TRUE
1.06116490904242,1.95529609825462,FALSE
1.06694879103452,0.902574811130762,FALSE
1.07375181745738,0.270432998426259,FALSE
1.11828560102731,0.55686336196959,TRUE
1.13451171386987,0.67089818790555,FALSE
1.14580252300948,2.3353551402688,FALSE
1.15189866442233,1.54107774142176,FALSE
1.17450032383204,2.87709617335349,TRUE
1.17993558291346,3.73718193825334,FALSE
1.18493320047855,3.24283740483224,FALSE
1.19696411769837,2.77318103332072,FALSE
1.19948690570891,2.75490872375667,FALSE
1.22559954877943,2.23044207319617,TRUE
1.23059813026339,1.53068312443793,FALSE
1.23923810105771,2.9656807910651,TRUE
1.24878785479814,1.06501434184611,FALSE
1.27917133737355,3.17480064369738,TRUE
1.29719262756407,2.64324350561947,FALSE
1.30078905913979,3.87493737321347,TRUE
1.3480894966051,2.53331610653549,FALSE
1.36345830559731,2.97661953046918,FALSE
1.36796202510595,0.00728687364608049,FALSE
1.38566808309406,2.51427861209959,FALSE
1.43896619416773,0.531213606707752,FALSE
1.44266710616648,3.63708018697798,FALSE
1.46545220632106,0.0610496746376157,FALSE
1.46874154731631,2.02821024134755,FALSE
1.46904555056244,1.7226022426039,TRUE
1.49038712773472,2.8194349501282,TRUE
1.51418039482087,0.224257361143827,FALSE
1.55530321598053,0.746094743721187,TRUE
1.55607589893043,1.04616614151746,FALSE
1.59062776621431,0.544125724583864,TRUE
1.60283826291561,1.95648626890033,FALSE
1.61496403533965,3.98068821523339,FALSE
1.65606727357954,0.963092023506761,TRUE
1.66749892104417,2.12486155424267,TRUE
1.68228938151151,2.96126896049827,FALSE
1.70870620943606,1.97549210954458,FALSE
1.72380307037383,3.50850825477391,FALSE
1.73456705454737,1.36293152254075,FALSE
1.74751174449921,1.29552095290273,TRUE
1.76448730006814,2.11634789779782,TRUE
1.83663659915328,3.37064727302641,FALSE
1.8469322361052,3.34649943746626,FALSE
1.86186612211168,2.3699396867305,FALSE
1.9159528054297,0.721627651713789,FALSE
1.93135580699891,1.13923561666161,TRUE
1.94916785415262,0.447308117523789,FALSE
1.96350525319576,1.24093183130026,TRUE
1.96947445906699,0.964705665595829,FALSE
1.9927844395861,3.853580981493,FALSE
2.02961634658277,1.09028212726116,TRUE
2.03632954973727,3.93471726868302,FALSE
2.04982644505799,3.6260229581967,TRUE
2.09169338643551,0.558641870506108,TRUE
2.10109233856201,2.10119906906039,FALSE
2.10531352087855,3.62170733697712,FALSE
2.11231482960284,1.45090187713504,FALSE
2.16192958597094,2.90301915351301,FALSE
2.17278077546507,3.93945190031081,FALSE
2.17884980142117,3.90264937467873,TRUE
2.18208996299654,2.88370974827558,FALSE
2.188965219073,3.81455575674772,FALSE
2.23299357667565,3.67421042174101,FALSE
2.23807955905795,0.192595461383462,FALSE
2.24703352432698,0.934859768487513,FALSE
2.28893036954105,2.12683058530092,FALSE
2.3670352762565,0.635425375774503,FALSE
2.37040646933019,1.88707221578807,FALSE
2.38251140713692,2.92768330220133,FALSE
2.38644648715854,2.44085432589054,FALSE
2.38752053584903,1.52659026905894,FALSE
2.39209296461195,0.694320296868682,FALSE
2.41212226822972,0.65211648773402,FALSE
2.42802195623517,1.92011914029717,FALSE
2.43857444822788,2.03779256343842,TRUE
2.51295322738588,1.23507092706859,TRUE
2.56463919952512,2.33930214494467,FALSE
2.58985473588109,2.34608746506274,FALSE
2.61555701494217,3.87191417533904,FALSE
2.62622037995607,3.24188979249448,TRUE
2.6269246051088,3.82198878377676,FALSE
2.62927916552871,1.58787794690579,FALSE
2.65134942345321,0.801739169284701,FALSE
2.70443347189575,3.78262788522989,FALSE
2.71777263376862,3.06000247877091,TRUE
2.71862557344139,0.0932474080473185,TRUE
2.72326687071472,1.23452575039119,FALSE
2.76193752139807,0.539922993630171,FALSE
2.77524867653847,2.66405491251498,FALSE
2.84330772701651,1.14761342294514,FALSE
2.84562212135643,2.29865830298513,FALSE
2.86585909500718,0.732341181486845,FALSE
2.89744450617582,1.31483111996204,FALSE
2.95078282803297,2.67499310337007,FALSE
2.95402732025832,1.24864889215678,TRUE
2.95493485685438,1.35749542247504,TRUE
3.07236410211772,0.668403149582446,FALSE
3.10772421397269,2.73513433989137,TRUE
3.15491960104555,2.08893791213632,FALSE
